names,min_players,max_players,avg_time,year,avg_rating,image_url,age,category,designer
Codenames Duet,2,4,30,2017,7.87523,https://cf.geekdo-images.com/original/img/2_ZxcqriVqf3AzVwzfibM6iGzG4=/0x0/pic3596681.jpg,11,"Deduction, Word Game","Vlaada Chvátil, Scot Eaton"
La Granja,1,4,120,2014,7.74404,https://cf.geekdo-images.com/original/img/bYiw2vhO2TVB5Dwq5_KzczLpTaQ=/0x0/pic2031777.jpg,12,"Economic, Farming","Michael Keller (II), Andreas ""ode."" Odendahl"
Inis,2,4,90,2016,7.82001,https://cf.geekdo-images.com/original/img/FC7YIs478p6YO07t3dciSgWITXE=/0x0/pic3112623.jpg,14,"Ancient, Card Game, Miniatures, Mythology",Christian Martinez
Age of Steam,1,6,120,2002,7.69365,https://cf.geekdo-images.com/original/img/Lg3XYjWqU2lxE06IPz--Y6VgKnQ=/0x0/pic429576.jpg,13,"Economic, Trains, Transportation",Martin Wallace
Memoir '44,2,8,60,2004,7.54025,https://cf.geekdo-images.com/original/img/BWLGASv5ywVok8Be-qxkuM4AqtY=/0x0/pic43663.jpg,8,"Miniatures, Wargame, World War II",Richard Borg
The Princes of Florence,2,5,100,2000,7.56666,https://cf.geekdo-images.com/original/img/8i5Vx3vpbBn7CTrhWs3MK2eyA_4=/0x0/pic1306997.jpg,12,"City Building, Renaissance","Wolfgang Kramer, Richard Ulrich, Jens Christopher Ulrich"
Viticulture,2,6,90,2013,7.69633,https://cf.geekdo-images.com/original/img/ATjch6ZLh4gQEF6CjZPDKl1ZroM=/0x0/pic2619743.jpg,13,"Economic, Farming","Jamey Stegmaier, Alan Stone"
Tichu,4,4,60,1991,7.59901,https://cf.geekdo-images.com/original/img/4mtym39nvO7r5AkNoYVxdvPbyOc=/0x0/pic169494.jpg,10,Card Game,Urs Hostettler
Go,2,2,180,-2200,7.65698,https://cf.geekdo-images.com/original/img/bCv9Y06nWX1rt7Qn1GuCEOyDov0=/0x0/pic1728832.jpg,8,Abstract Strategy,(Uncredited)
Lisboa,1,4,120,2017,8.24022,https://cf.geekdo-images.com/original/img/k4JCDnjnu5YRn5QA8njFeRMbulk=/0x0/pic3209553.jpg,12,"City Building, Economic, Political",Vital Lacerda
Legendary: A Marvel Deck Building Game,1,5,45,2012,7.6162,https://cf.geekdo-images.com/original/img/Zs228bvKFb5jHoYvscyYBAph-QY=/0x0/pic1430769.jpg,14,"Card Game, Comic Book / Strip",Devin Low
Ticket to Ride,2,5,60,2004,7.46234,https://cf.geekdo-images.com/original/img/bOcAJxw-W-B2Gz0x67z8bjqzJgY=/0x0/pic38668.jpg,8,"Trains, Travel",Alan R. Moon
Raiders of the North Sea,2,4,120,2015,7.81708,https://cf.geekdo-images.com/original/img/a0YP4eI1oi6LqEQU1jsEphVmo8I=/0x0/pic3578101.jpg,12,"Medieval, Nautical",Shem Phillips
Galaxy Trucker,2,4,60,2007,7.45905,https://cf.geekdo-images.com/original/img/v0GLWVGXtaYIglLktLUBRr3s4gE=/0x0/pic3926631.jpg,10,"Humor, Real-time, Science Fiction, Space Exploration, Transportation",Vlaada Chvátil
Shogun,3,5,150,2006,7.56439,https://cf.geekdo-images.com/original/img/_fUYQKTjUVUovOrnbBNOfTCzC18=/0x0/pic145843.jpg,12,"Economic, Medieval, Territory Building",Dirk Henn
Imperial Settlers,1,4,90,2014,7.51758,https://cf.geekdo-images.com/original/img/sQmQzoR0ZfYzUujohQGaGeGX4Hc=/0x0/pic2871265.jpg,10,"Ancient, Card Game, City Building, Civilization",Ignacy Trzewiczek
Cyclades,2,5,90,2009,7.53779,https://cf.geekdo-images.com/original/img/vNjql8aAkLhcsSx6YWPnHxiHrs4=/0x0/pic584779.jpg,13,"Ancient, City Building, Civilization, Fighting, Miniatures, Mythology, Nautical","Bruno Cathala, Ludovic Maublanc"
YINSH,2,2,60,2003,7.69679,https://cf.geekdo-images.com/original/img/r6HwrW73OhVv9TshlnWoQ96b-d8=/0x0/pic2844830.png,9,Abstract Strategy,Kris Burm
Agricola (Revised Edition),1,4,120,2016,8.22774,https://cf.geekdo-images.com/original/img/oQorPaOofq9lmHTOgjNpi8kDWAQ=/0x0/pic3029377.jpg,12,"Animals, Economic, Farming",Uwe Rosenberg
BattleLore (Second Edition),2,2,90,2013,7.86711,https://cf.geekdo-images.com/original/img/bQLvhHye5_qR4ohxAWRqOnADXdg=/0x0/pic1854807.jpg,14,"Fantasy, Miniatures, Wargame","Richard Borg, Robert A. Kouba"
Ra,2,5,60,1999,7.47009,https://cf.geekdo-images.com/original/img/iA_LlRmPfFILGon-zvbWeEzxvX8=/0x0/pic3013552.jpg,12,"Ancient, Mythology",Reiner Knizia
Lewis & Clark,1,5,120,2013,7.54572,https://cf.geekdo-images.com/original/img/1gM5SVa6TXk5uLYoxgaY6oCzlc4=/0x0/pic1902092.jpg,14,"American West, Racing",Cédrick Chaboussit
Dungeon Petz,2,4,90,2011,7.54245,https://cf.geekdo-images.com/original/img/ouBrnOPtxRPIo3qJm2WqQjKt3Ag=/0x0/pic1103979.jpg,13,"Animals, Fantasy, Humor",Vlaada Chvátil
Carcassonne,2,5,45,2000,7.43376,https://cf.geekdo-images.com/original/img/o4p6f88SGE899BTNMzTvERVWZ-M=/0x0/pic2337577.jpg,8,"City Building, Medieval, Territory Building",Klaus-Jürgen Wrede
Age of Empires III: The Age of Discovery,2,5,120,2007,7.57048,https://cf.geekdo-images.com/original/img/GOqmwFFdaJH3jyq02Cd332D7EXQ=/0x0/pic990261.jpg,10,"Civilization, Exploration, Renaissance, Video Game Theme",Glenn Drover
Hannibal: Rome vs. Carthage,2,2,200,1996,7.82153,https://cf.geekdo-images.com/original/img/qrk2FxvW6AGmCuBWGhxW0FJvwoM=/0x0/pic706069.jpg,12,"Ancient, Political, Wargame",Mark Simonitch
Mage Wars Arena,2,2,90,2012,7.73769,https://cf.geekdo-images.com/original/img/vPot4QMbaHIpmKiCCJCC8VxI-9E=/0x0/pic2386027.jpg,13,"Card Game, Fantasy, Fighting","Bryan Pope, Benjamin Pope"
Imperial,2,6,180,2006,7.62037,https://cf.geekdo-images.com/original/img/XF_XEH6FX0LkeKiN_2DKSFabOiQ=/0x0/pic840712.jpg,13,"Economic, Nautical, Political",Mac Gerdts
Sekigahara: The Unification of Japan,2,2,180,2011,8.05306,https://cf.geekdo-images.com/original/img/JbVCWCizvTPWkXlbQ1tlIh2Vq7o=/0x0/pic1063508.jpg,12,"Civil War, Renaissance, Wargame",Matt Calkins
Summoner Wars: Master Set,2,4,30,2011,7.57652,https://cf.geekdo-images.com/original/img/iiv0TpOaWT8UeJItLHbsrT0VARw=/0x0/pic923048.jpg,9,"Card Game, Fantasy, Fighting",Colby Dauch
Sushi Go Party!,2,8,20,2016,7.58529,https://cf.geekdo-images.com/original/img/IDxIxVzcUPT2F7HUuBnAIZvKrBA=/0x0/pic3031286.jpg,8,"Card Game, Party Game",Phil Walker-Harding
Near and Far,2,4,120,2017,8.02278,https://cf.geekdo-images.com/original/img/dFRj2pvdItHOWPBfocWU0Pm0Z-A=/0x0/pic3605785.jpg,13,"Adventure, Exploration",Ryan Laukat
Runewars,2,4,240,2010,7.67912,https://cf.geekdo-images.com/original/img/p8_gcPy47bqPkhXzWTauqPdiCo8=/0x0/pic1534815.jpg,14,"Adventure, Fantasy, Fighting, Wargame",Corey Konieczka
Dead of Winter: The Long Night,2,5,120,2016,7.86923,https://cf.geekdo-images.com/original/img/ZLQYXI0DERFPJ1xC8PuJY__RY28=/0x0/pic2906832.jpg,14,"Bluffing, Deduction, Horror, Mature / Adult, Science Fiction, Zombies","Jonathan Gilmour, Isaac Vega"
Space Alert,1,5,30,2008,7.49416,https://cf.geekdo-images.com/original/img/bASSKEPd4V_exZ73z4EG0pg9ZrI=/0x0/pic384313.jpg,12,"Electronic, Real-time, Science Fiction, Space Exploration",Vlaada Chvátil
Glory to Rome,2,5,60,2005,7.49165,https://cf.geekdo-images.com/original/img/iQCHNzUcG_az-DZ4khEz0vAa2qs=/0x0/pic1079512.png,12,"Ancient, Card Game, City Building, Economic","Ed Carter, Carl Chudyk"
Targi,2,2,60,2012,7.59792,https://cf.geekdo-images.com/original/img/7KQJcPVEw5kPRk45KGTlsIbZnwo=/0x0/pic3958793.jpg,12,Card Game,Andreas Steiger
Power Grid Deluxe: Europe/North America,2,6,120,2014,8.08767,https://cf.geekdo-images.com/original/img/PTaOBy_4sTD_5FA60rINuFnFIW0=/0x0/pic2056160.jpg,12,"Economic, Industry / Manufacturing",Friedemann Friese
Sagrada,1,4,45,2017,7.65501,https://cf.geekdo-images.com/original/img/OB-txvnkk0dTMShe_5l7zkUZ2y8=/0x0/pic3525224.jpg,14,"Dice, Puzzle","Adrian Adamescu, Daryl Andrews"
Isle of Skye: From Chieftain to King,2,5,50,2015,7.4863,https://cf.geekdo-images.com/original/img/xMh08V_SQZ1K67mjIdLGe25Opxg=/0x0/pic2524838.jpg,8,"Economic, Territory Building","Andreas Pelikan, Alexander Pfister"
Magic: The Gathering,2,2,20,1993,7.45398,https://cf.geekdo-images.com/original/img/ikdZhkufC7FFx9v5KEaGpWqo13Y=/0x0/pic163749.jpg,13,"Card Game, Collectible Components, Fantasy, Fighting",Richard Garfield
Above and Below,2,4,90,2015,7.58338,https://cf.geekdo-images.com/original/img/AG4FQZuzzueBT6t31kypY8jTRus=/0x0/pic2398773.jpg,13,"Adventure, Book, City Building, Economic, Exploration, Fantasy, Farming, Negotiation",Ryan Laukat
Mysterium,2,7,42,2015,7.45528,https://cf.geekdo-images.com/original/img/0Roco0dhRvVW8QUZjUl2N-Yn9bg=/0x0/pic2601683.jpg,10,"Deduction, Murder/Mystery, Party Game","Oleksandr Nevskiy, Oleg Sidorenko"
Bora Bora,2,4,120,2013,7.58174,https://cf.geekdo-images.com/original/img/ci9eoyqBBeM8fG7IvfoqHAAOdJw=/0x0/pic1542342.jpg,12,Dice,Stefan Feld
1960: The Making of the President,2,2,120,2007,7.59002,https://cf.geekdo-images.com/original/img/V2ZLDmIl-5JA0_C10ZmDRkd_PfA=/0x0/pic3499166.jpg,12,Political,"Christian Leonhard, Jason Matthews"
Lorenzo il Magnifico,2,4,120,2016,7.84619,https://cf.geekdo-images.com/original/img/yoCGxA_YHrJnlBGRdpOjLFxcnsQ=/0x0/pic3175535.jpg,12,Renaissance,"Flaminia Brasini, Virginio Gigli, Simone Luciani"
Seasons,2,4,60,2012,7.45205,https://cf.geekdo-images.com/original/img/KIQ10GbCcfxPNQKUOMWEMVKA9Ao=/0x0/pic1299390.jpg,14,"Card Game, Dice, Fantasy",Régis Bonnessée
Xia: Legends of a Drift System,3,5,180,2014,7.82699,https://cf.geekdo-images.com/original/img/2sw3pLQ1eo9wpGLIbCQMOCb-XKA=/0x0/pic1807124.png,12,"Adventure, Exploration, Fighting, Miniatures, Science Fiction, Space Exploration, Transportation",Cody Miller
Alien Frontiers,2,4,90,2010,7.47176,https://cf.geekdo-images.com/original/img/aTQJOrXHU-GtDW6WRkfGz_Zc93s=/0x0/pic3360924.png,13,"Dice, Science Fiction",Tory Niemann
Navegador,2,5,90,2010,7.57863,https://cf.geekdo-images.com/original/img/mS2CkGdFkp6sJAdZaA10PYo_QAc=/0x0/pic3246725.jpg,12,"Economic, Exploration, Nautical, Renaissance",Mac Gerdts
Dixit: Odyssey,3,12,30,2011,7.49874,https://cf.geekdo-images.com/original/img/JbXOWixzz2vYHfamFNQWc1aPU68=/0x0/pic918568.jpg,8,"Card Game, Humor, Party Game",Jean-Louis Roubira
Imperial 2030,2,6,120,2009,7.73311,https://cf.geekdo-images.com/original/img/Cc9-dWijiEkRAu7di4LSXJ0FNvU=/0x0/pic586346.jpg,12,"Economic, Fighting, Nautical, Political",Mac Gerdts
1830: Railways & Robber Barons,2,7,360,1986,7.8315,https://cf.geekdo-images.com/original/img/cUZaArfHWQol8cYWY_Z4PaMPyC0=/0x0/pic882119.jpg,14,"Economic, Trains, Transportation",Francis Tresham
Star Realms: Colony Wars,2,2,20,2015,7.94939,https://cf.geekdo-images.com/original/img/Cj8EqOMEuAMKQE_ojoKjTPnYsHA=/0x0/pic2971899.jpg,12,"Card Game, Science Fiction","Robert Dougherty, Darwin Kastle"
Deception: Murder in Hong Kong,4,12,20,2014,7.55334,https://cf.geekdo-images.com/original/img/UpyQCjOdFAl8Gxtdk75AXy9Nt28=/0x0/pic2568916.jpg,14,"Bluffing, Deduction, Murder/Mystery, Party Game, Spies/Secret Agents",Tobey Ho
Here I Stand,2,6,360,2006,7.94223,https://cf.geekdo-images.com/original/img/mXAgfJ2SxmUj4OxrfytCZ59Q9GM=/0x0/pic353047.jpg,12,"Negotiation, Political, Religious, Renaissance, Wargame",Ed Beach
Aeon's End,1,4,60,2016,8.07464,https://cf.geekdo-images.com/original/img/FMyNWbquUF9zkxFGrZK2qQk94os=/0x0/pic3189350.jpg,14,"Card Game, Fantasy, Science Fiction",Kevin Riley
Fury of Dracula (third/fourth edition),2,5,180,2015,7.61427,https://cf.geekdo-images.com/original/img/8OS2hZyog4UVbK2QHWSaXu3Fbuo=/0x0/pic4098661.png,14,"Adventure, Deduction, Fighting, Horror, Novel-based","Frank Brooks, Stephen Hand, Kevin Wilson"
Samurai,2,4,60,1998,7.43674,https://cf.geekdo-images.com/original/img/mPS50ts53753q5-kb5vWbTDN8Z0=/0x0/pic3211873.jpg,10,"Abstract Strategy, Medieval",Reiner Knizia
This War of Mine: The Board Game,1,6,120,2017,8.05886,https://cf.geekdo-images.com/original/img/VmqDT6K9qJyjmq3oHdJmdrmhdII=/0x0/pic3315915.jpg,18,"Adventure, Exploration, Mature / Adult, Modern Warfare, Video Game Theme","Michał Oracz, Jakub Wiśniewski"
Trickerion: Legends of Illusion,2,4,180,2015,7.81628,https://cf.geekdo-images.com/original/img/RjRhDwIgGd2HGNkaZXPj29oWGdI=/0x0/pic2585510.png,14,none,"Richard Amann, Viktor Peter"
Sid Meier's Civilization: The Board Game,2,4,240,2010,7.47001,https://cf.geekdo-images.com/original/img/mEWG51yAFGkZlQjSFxMNZ2fsWK0=/0x0/pic798666.jpg,13,"City Building, Civilization, Exploration, Negotiation, Video Game Theme",Kevin Wilson
The Resistance,5,10,30,2009,7.37075,https://cf.geekdo-images.com/original/img/VDXFwn8wDc4yObdS5kUABZK6nhI=/0x0/pic2576459.jpg,13,"Bluffing, Card Game, Deduction, Negotiation, Party Game, Science Fiction, Spies/Secret Agents",Don Eskridge
Onitama,2,2,20,2014,7.58211,https://cf.geekdo-images.com/original/img/Z1Cr_AvOTXmshbEqBaZ8C9f8_Gc=/0x0/pic2904046.png,8,"Abstract Strategy, Ancient",Shimpei Sato
Agricola: All Creatures Big and Small,2,2,30,2012,7.46001,https://cf.geekdo-images.com/original/img/jeB8MXXENLZyEfwdcM5yD6OmUYw=/0x0/pic1514252.jpg,13,"Animals, Farming",Uwe Rosenberg
Battle Line,2,2,30,2000,7.41761,https://cf.geekdo-images.com/original/img/LzLbfz1zXw9P-T27k-nhjDddHvE=/0x0/pic149717.jpg,12,"Ancient, Card Game, Deduction",Reiner Knizia
Hero Realms,2,4,30,2016,7.71856,https://cf.geekdo-images.com/original/img/km-FMXpaL2mb-t5AUHa0yHjoLXA=/0x0/pic3744052.jpg,12,"Card Game, Fantasy, Fighting","Robert Dougherty, Darwin Kastle"
Star Wars: Armada,2,2,120,2015,7.9443,https://cf.geekdo-images.com/original/img/Vk1etS8zgr3oUGVfNs0P1EnCN7M=/0x0/pic2355171.jpg,14,"Collectible Components, Fighting, Miniatures, Movies / TV / Radio theme, Science Fiction, Wargame","James Kniffen, Christian T. Petersen"
Kingdomino,2,4,20,2016,7.42675,https://cf.geekdo-images.com/original/img/iDSCIiCAd9SQHv3WoYX0QdvDE_0=/0x0/pic3132685.png,8,"City Building, Fantasy, Medieval, Territory Building",Bruno Cathala
Dungeon Lords,2,4,90,2009,7.43221,https://cf.geekdo-images.com/original/img/9mRy3799HYRbJBawNp1a5rJeLXc=/0x0/pic569340.jpg,12,"Economic, Fantasy, Fighting, Humor",Vlaada Chvátil
Letters from Whitechapel,2,6,120,2011,7.46549,https://cf.geekdo-images.com/original/img/aplDuDGjSKmneJ-Df5OFZjBNdZ4=/0x0/pic1545654.jpg,13,"Bluffing, Deduction, Murder/Mystery, Post-Napoleonic","Gabriele Mari, Gianluca Santopietro"
Small World,2,5,80,2009,7.32285,https://cf.geekdo-images.com/original/img/WvXe0YG-Mj2KBtyRSBNtRw4DIx0=/0x0/pic428828.jpg,8,"Fantasy, Fighting, Territory Building",Philippe Keyaerts
Die Macher,3,5,240,1986,7.65016,https://cf.geekdo-images.com/original/img/vOttDcPBg1Tas9F6vFDhRmVaNH8=/0x0/pic159509.jpg,14,"Economic, Negotiation, Political",Karl-Heinz Schmiel
Vinhos Deluxe Edition,1,4,135,2016,8.3221,https://cf.geekdo-images.com/original/img/KZhxG9UxjsDnVhI4zlmPPVKe2jI=/0x0/pic2649446.jpg,14,"Economic, Industry / Manufacturing",Vital Lacerda
Secret Hitler,5,10,45,2016,7.59419,https://cf.geekdo-images.com/original/img/pgc-IHtFYJSsHEhBt_pFixeQf1I=/0x0/pic2771488.png,13,"Bluffing, Card Game, Deduction, Humor, Party Game, Political, Print & Play, World War II","Mike Boxleiter, Tommy Maranges, Max Temkin"
Exit: The Game – The Abandoned Cabin,1,6,90,2016,7.75055,https://cf.geekdo-images.com/original/img/r6TX6WjqRCHRRDty5s5_9kxE5XQ=/0x0/pic3332426.jpg,12,"Deduction, Puzzle, Real-time","Inka Brand, Markus Brand"
Ghost Stories,1,4,60,2008,7.37504,https://cf.geekdo-images.com/original/img/Bq2ZwuE3S3RHZ4YA5yHmnrYn96Q=/0x0/pic1790243.jpg,12,"Fantasy, Fighting, Horror, Mythology",Antoine Bauza
Mission: Red Planet (Second Edition),2,6,90,2015,7.56472,https://cf.geekdo-images.com/original/img/qEoLUDBpnVb0Zc4FGDqqZH9hp4s=/0x0/pic2499748.jpg,14,Science Fiction,"Bruno Cathala, Bruno Faidutti"
Claustrophobia,2,2,45,2009,7.58023,https://cf.geekdo-images.com/original/img/tZKSyqTq-T5VfdD3IclQJIim44M=/0x0/pic570518.jpg,14,"Horror, Adventure, Fantasy, Fighting, Miniatures",Croc
Indonesia,2,5,240,2005,7.811,https://cf.geekdo-images.com/original/img/GoIqNsMgEj-JhrtNwUtsuv6P3AM=/0x0/pic93485.jpg,14,"Economic, Industry / Manufacturing, Transportation","Jeroen Doumen, Joris Wiersinga"
Dixit,3,6,30,2008,7.32175,https://cf.geekdo-images.com/original/img/m74nctbYaqTy03r8s_i_KTyvbYQ=/0x0/pic3483909.jpg,6,"Card Game, Humor, Party Game",Jean-Louis Roubira
Blood Bowl: Living Rulebook,2,2,120,2004,7.87053,https://cf.geekdo-images.com/original/img/CTIhE7TF6F459n8vWtp0LPsPHe4=/0x0/pic66287.jpg,12,"Collectible Components, Expansion for Base-game, Fantasy, Fighting, Miniatures, Sports",Jervis Johnson
Bruges,2,4,60,2013,7.4676,https://cf.geekdo-images.com/original/img/G_0u37fgId8_hqzPrpQaJZSR5bU=/0x0/pic1652004.jpg,10,"Card Game, City Building, Dice, Economic, Renaissance",Stefan Feld
Rococo,2,5,120,2013,7.5718,https://cf.geekdo-images.com/original/img/h4juFKZn1M56dsCtVnNsRYyvCs0=/0x0/pic1795272.jpg,12,"Age of Reason, Economic","Matthias Cramer, Louis Malz, Stefan Malz"
Burgle Bros.,1,4,90,2015,7.6543,https://cf.geekdo-images.com/original/img/EZzi2Jvp8pY5SWfOG5gD0eTabdM=/0x0/pic2439102.png,12,"Exploration, Maze, Spies/Secret Agents",Tim Fowers
Merchants & Marauders,2,4,180,2010,7.44048,https://cf.geekdo-images.com/original/img/mNWaseFj2eSJP6VdhsIs9GdeYSs=/0x0/pic738119.jpg,13,"Adventure, Nautical, Pirates, Transportation","Kasper Aagaard, Christian Marcussen"
BattleCON: Devastation of Indines,1,5,45,2013,8.05067,https://cf.geekdo-images.com/original/img/r6j-qe5S8HagsgV56zJmNnJ62Q0=/0x0/pic2407334.jpg,10,"Card Game, Fighting","D. Brad Talton, Jr."
Codenames: Pictures,2,8,20,2016,7.43038,https://cf.geekdo-images.com/original/img/3eKT0zKPngjPLWx2aIr2Mgv1IMI=/0x0/pic3476592.jpg,10,"Card Game, Deduction, Party Game, Spies/Secret Agents",Vlaada Chvátil
Endeavor,3,5,90,2009,7.44573,https://cf.geekdo-images.com/original/img/BiF5c2XHFSPHeIaZic6TrxSAna8=/0x0/pic379881.jpg,12,"Exploration, Nautical, Renaissance","Carl de Visser, Jarratt Gray"
Clank! In! Space!,2,4,60,2017,8.01024,https://cf.geekdo-images.com/original/img/fABHPKiMqPXzFg5fgybJSJkpMuY=/0x0/pic3720843.jpg,13,Science Fiction,Paul Dennen
Hive,2,2,20,2001,7.32452,https://cf.geekdo-images.com/original/img/_EUpzmJKbLkOwYMZA_sOmyjGnlI=/0x0/pic791151.jpg,9,"Abstract Strategy, Animals",John Yianni
The Manhattan Project: Energy Empire,1,5,120,2016,7.87973,https://cf.geekdo-images.com/original/img/GSHyEtCfCyEkTnFPxkUqUQnY4-U=/0x0/pic3048617.jpg,13,"Civilization, Dice, Economic, Environmental, Industry / Manufacturing","Tom Jolly, Luke Laurie"
Glass Road,1,4,80,2013,7.47735,https://cf.geekdo-images.com/original/img/r4Pjyfk-7ihYd3E9a9amLKQzZnA=/0x0/pic3505745.jpg,13,"City Building, Economic, Medieval",Uwe Rosenberg
Neuroshima Hex!,1,4,30,2006,7.42904,https://cf.geekdo-images.com/original/img/_73K35_KU-f6ve0x80RSvbBMpDQ=/0x0/pic1844819.jpg,13,"Fighting, Science Fiction",Michał Oracz
Century: Spice Road,2,5,45,2017,7.46749,https://cf.geekdo-images.com/original/img/kF-vMNTT5iY7Ui3UPhjbtMX6YAk=/0x0/pic3339551.jpg,8,"Card Game, Economic, Medieval",Emerson Matsuuchi
Acquire,2,6,90,1964,7.35752,https://cf.geekdo-images.com/original/img/Bz4tTHNpq6gUKFkJs0fJdVIGR1s=/0x0/pic3299296.jpg,12,Economic,Sid Sackson
Advanced Squad Leader,2,2,480,1985,7.95504,https://cf.geekdo-images.com/original/img/7N2ECOs0_iuYnBthR0HzrJcjcIs=/0x0/pic771969.jpg,14,"Wargame, World War II",Don Greenwood
Antiquity,2,4,180,2004,7.89598,https://cf.geekdo-images.com/original/img/iqyexz_jg-L3RxygQ5x--QcIlZA=/0x0/pic3731052.png,14,"City Building, Civilization, Economic, Environmental, Medieval","Jeroen Doumen, Joris Wiersinga"
Clash of Cultures,2,4,240,2012,7.66215,https://cf.geekdo-images.com/original/img/0LpHb0FlftqsqMUDxB2x6nOJW9w=/0x0/pic1351042.jpg,14,"Ancient, City Building, Civilization, Economic, Exploration, Medieval, Territory Building",Christian Marcussen
Mice and Mystics,1,4,120,2012,7.41893,https://cf.geekdo-images.com/original/img/wdy7-YpSjOhHVnTSlMnkfk6JLCs=/0x0/pic1312072.jpg,7,"Adventure, Exploration, Fantasy, Fighting, Miniatures",Jerry Hawthorne
Love Letter,2,4,20,2012,7.28103,https://cf.geekdo-images.com/original/img/GuLL8qnP2Kv6cJatUQskLg9Ad0s=/0x0/pic1401448.jpg,10,"Card Game, Deduction, Renaissance",Seiji Kanai
Takenoko,2,4,45,2011,7.31997,https://cf.geekdo-images.com/original/img/7SDbClO-4sN6LICvfySB3jrFUhU=/0x0/pic1912529.jpg,8,"Animals, Environmental, Farming, Territory Building",Antoine Bauza
Tikal,2,4,90,1999,7.34601,https://cf.geekdo-images.com/original/img/n8xE7FmOcpoH8s3bhC4Tsd1Y0PE=/0x0/pic3328391.jpg,10,"Exploration, Territory Building","Michael Kiesling, Wolfgang Kramer"
The Manhattan Project,2,5,120,2012,7.45059,https://cf.geekdo-images.com/original/img/GhNCYY9ALHoRAoiy2i5qTfGHKoE=/0x0/pic1222522.jpg,13,"Aviation / Flight, Economic, Fighting, Industry / Manufacturing, Negotiation, World War II",Brandon Tibbetts
Notre Dame,2,5,75,2007,7.38079,https://cf.geekdo-images.com/original/img/Am42X55-lpmGAEfNBLzcMxDz6Ns=/0x0/pic199316.jpg,10,"Economic, Renaissance",Stefan Feld
Dune,2,6,180,1979,7.6271,https://cf.geekdo-images.com/original/img/d7LVl0jTBxCGrtiCZnUWFj3LaIc=/0x0/pic279251.jpg,12,"Bluffing, Fighting, Negotiation, Novel-based, Political, Science Fiction","Bill Eberle, Jack Kittredge, Peter Olotka"
In the Year of the Dragon,2,5,100,2007,7.40313,https://cf.geekdo-images.com/original/img/JTjcjPYEZu-cvFVWnoocLG9zL4s=/0x0/pic285822.jpg,12,"Economic, Medieval",Stefan Feld
Cthulhu Wars,2,4,120,2015,8.02669,https://cf.geekdo-images.com/original/img/JZDhEpMVbGBunW4z12KpBtYX070=/0x0/pic3527761.jpg,14,"Fantasy, Fighting, Horror, Miniatures","Sandy Petersen, Lincoln Petersen"
Kanban: Driver's Edition,2,4,120,2014,7.76712,https://cf.geekdo-images.com/original/img/dKocHa71tZ_egRoUyMrNqLT43Gg=/0x0/pic3981620.jpg,12,"Economic, Industry / Manufacturing",Vital Lacerda
Modern Art,3,5,45,1992,7.34292,https://cf.geekdo-images.com/original/img/V6gWtm8yHD-7A5F3mQshxGW1zuc=/0x0/pic3458036.png,10,"Card Game, Economic",Reiner Knizia
Telestrations,4,8,30,2009,7.41675,https://cf.geekdo-images.com/original/img/zgIw0tUZ3AH-njksawf66fdJQ58=/0x0/pic2523100.jpg,12,"Humor, Party Game, Real-time",(Uncredited)
Space Hulk (third edition),2,2,60,2009,7.54376,https://cf.geekdo-images.com/original/img/olCD4hIl6uWkeHod6ih_GX9xKoY=/0x0/pic588817.jpg,12,"Fighting, Miniatures, Science Fiction, Wargame",Richard Halliwell
King of Tokyo,2,6,30,2011,7.26375,https://cf.geekdo-images.com/original/img/ajEqmO5djVibsC72Ek1citOCJNA=/0x0/pic3043734.jpg,8,"Dice, Fighting, Movies / TV / Radio theme, Science Fiction",Richard Garfield
Civilization,2,7,360,1980,7.51645,https://cf.geekdo-images.com/original/img/Bk4Qqz0ulg6842KA545VePab4wY=/0x0/pic114473.jpg,12,"Ancient, Civilization, Economic, Negotiation",Francis Tresham
